Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
6/22/16,18,Auto Theft,20G80,Convenience Store Parking Lot,14500-14599,WESTHEIMER,RD,-,1
6/22/16,17,Theft,20G80,Mall Parking Lot,700-799,WEST OAKS MALL,-,-,1
6/22/16,21,Robbery,20G80,Apartment,13800-13899,WESTHOLLOW PARK,DR,-,1
6/23/16,16,Theft,20G80,Miscellaneous Business (Non-Specific),13300-13399,WESTHEIMER,RD,-,1
6/23/16,19,Theft,20G80,Apartment,2600-2699,WESTHOLLOW,-,-,1
6/23/16,18,Theft,20G80,Apartment,1600-1699,ENCLAVE,PKWY,-,1
6/23/16,17,Burglary,20G80,Apartment,1700-1799,ENCLAVE,PKWY,-,1
6/23/16,22,Aggravated Assault,20G80,"Road, Street, or Sidewalk",2500-2599,WESTHOLLOW,-,-,1
6/23/16,13,Theft,20G80,Apartment,1600-1699,ENCLAVE,PKWY,-,1
6/23/16,12,Burglary,20G80,Apartment,14500-14599,BRIAR FOREST,DR,-,1
6/23/16,8,Theft,20G80,Apartment Parking Lot,2200-2299,ELDRIDGE,PKWY,-,1
6/23/16,9,Theft,20G80,,15000-15099,CINCO PARK,RD,-,1
6/23/16,9,Robbery,20G80,Strip Business Center Parking Lot,2800-2899,SH 6,-,S,1
6/20/16,20,Burglary,20G80,Apartment,1200-1299,ELDRIDGE,PKWY,-,1
6/21/16,11,Theft,20G80,Miscellaneous Business (Non-Specific),2800-2899,SH 6,-,S,1
6/21/16,9,Robbery,20G80,Bank,1500-1599,ELDRIDGE,PKWY,-,1
6/22/16,0,Theft,20G80,Service or Gas Station,1900-1999,ELDRIDGE,PKWY,-,1
6/24/16,16,Theft,20G80,Restaurant or Cafeteria Parking Lot,1100-1199,ELDRIDGE,PKWY,-,1
6/25/16,21,Robbery,20G80,Apartment,2500-2599,PANAGARD,-,-,1
6/25/16,14,Theft,20G80,Apartment,2600-2699,WESTHOLLOW,-,-,1
6/25/16,16,Burglary,20G80,Apartment,15100-15199,RICHMOND,AVE,-,1
6/27/16,13,Theft,20G80,Other Parking Lot,1100-1199,SH 6,-,S,1
6/27/16,10,Burglary,20G80,Garage or Carport,2200-2299,ELDRIDGE,PKWY,-,1
6/27/16,11,Theft,20G80,Department or Discount Store,800-899,WEST OAKS MALL,-,-,1
6/27/16,16,Theft,20G80,"Other, Unknown, or Not Listed",14900-14999,RICHMOND,AVE,S,1
6/27/16,17,Burglary,20G80,Apartment,14600-14699,BRIAR FOREST,DR,-,1
6/27/16,23,Burglary,20G80,Check Cashing Places,2100-2199,SH 6,-,S,1
6/26/16,14,Theft,20G80,Mall Parking Lot,2600-2699,SH 6,-,S,1
6/26/16,18,Auto Theft,20G80,Hotel or Motel Parking Lot,1200-1299,ELDRIDGE,PKWY,-,1
6/1/16,9,Theft,20G80,Other Parking Lot,14900-14999,WESTHEIMER,RD,-,1
6/1/16,8,Burglary,20G80,Apartment,14600-14699,BRIAR FOREST,DR,-,1
6/2/16,13,Theft,20G80,Department or Discount Store,2300-2399,SH 6,-,S,1
6/2/16,8,Robbery,20G80,"Gym, Recreat, Club House, Indoor Pool, Spa",2600-2699,SH 6,-,S,1
6/1/16,18,Theft,20G80,Restaurant or Cafeteria Parking Lot,1100-1199,ENCLAVE,PKWY,-,1
6/1/16,16,Burglary,20G80,Apartment,14900-14999,RICHMOND,AVE,-,1
6/1/16,17,Aggravated Assault,20G80,Nursing Home,14700-14799,BRICELAND SPRINGS,DR,-,1
6/1/16,16,Theft,20G80,Strip Business Center Parking Lot,1100-1199,ELDRIDGE,PKWY,-,1
6/1/16,23,Auto Theft,20G80,Apartment Parking Lot,14500-14599,BRIAR FOREST,DR,-,1
6/2/16,19,Theft,20G80,Strip Business Center Parking Lot,1500-1599,ELDRIDGE,PKWY,-,1
6/2/16,19,Burglary,20G80,Apartment,1700-1799,CRESCENT PLAZA,DR,-,1
6/2/16,21,Burglary,20G80,Apartment,14500-14599,BRIAR FOREST,DR,-,1
6/2/16,23,Theft,20G80,Bar or Night Club Parking Lot,13300-13399,WESTHEIMER,RD,-,1
6/2/16,14,Robbery,20G80,Residence or House,13700-13799,OVERBROOK,LN,-,1
6/2/16,16,Theft,20G80,Rental Storage Facility,14900-14999,RICHMOND,AVE,S,1
6/3/16,0,Burglary,20G80,Apartment,14500-14599,BRIAR FOREST,DR,-,1
6/3/16,3,Theft,20G80,"Hotel, Motel, Inn, Etc.",2100-2199,SH 6,-,S,1
6/3/16,11,Theft,20G80,"Road, Street, or Sidewalk",1500-1599,ELDRIDGE,PKWY,-,1
6/3/16,16,Burglary,20G80,Apartment,2200-2299,ELDRIDGE,PKWY,-,1
6/3/16,17,Theft,20G80,Strip Business Center Parking Lot,2400-2499,SH 6,-,S,1
6/5/16,8,Auto Theft,20G80,Apartment Parking Lot,14500-14599,BRIAR FOREST,DR,-,1
6/5/16,7,Burglary,20G80,Car Wash,2000-2099,SH 6,-,S,1
6/5/16,11,Burglary,20G80,Apartment,1400-1499,ELDRIDGE,PKWY,-,1
6/5/16,10,Auto Theft,20G80,Apartment Parking Lot,14500-14599,BRIAR FOREST,DR,-,1
6/4/16,15,Theft,20G80,Apartment Parking Lot,14700-14799,OAKS PLAZA,DR,W,1
6/4/16,12,Theft,20G80,Residence or House,2600-2699,SH 6,-,-,1
6/7/16,1,Burglary,20G80,Apartment,15100-15199,RICHMOND,AVE,-,1
6/5/16,14,Burglary,20G80,"Other, Unknown, or Not Listed",14700-14799,EAGLE VISTA,DR,-,1
6/8/16,21,Theft,20G80,Apartment Parking Lot,13200-13299,BRIAR FOREST,DR,-,1
6/8/16,15,Burglary,20G80,Apartment,13400-13499,BRIAR FOREST,DR,-,1
6/8/16,4,Robbery,20G80,"Road, Street, or Sidewalk",13900-13999,WESTHEIMER,RD,-,1
6/8/16,7,Robbery,20G80,Sexually Oriented Club,1700-1799,SH 6,-,S,1
6/9/16,15,Theft,20G80,Department or Discount Store,14400-14499,WESTHEIMER,RD,-,1
6/9/16,9,Theft,20G80,Apartment Parking Lot,15100-15199,RICHMOND,AVE,-,1
6/9/16,13,Theft,20G80,Apartment Parking Lot,1400-1499,ELDRIDGE,PKWY,-,1
6/9/16,11,Theft,20G80,Department or Discount Store,1000-1099,WEST OAKS MALL,-,-,1
6/9/16,22,Theft,20G80,Mall Parking Lot,700-799,OAKS MALL,-,W,1
6/18/16,13,Burglary,20G80,Apartment,14500-14599,BRIAR FOREST,DR,-,1
6/19/16,19,Theft,20G80,"Field, Woods, Forest, Park",1600-1699,SH 6,-,S,1
6/20/16,4,Aggravated Assault,20G80,Bar or Night Club Parking Lot,13600-13699,WESTHEIMER,RD,-,1
6/11/16,11,Theft,20G80,Apartment Parking Lot,2300-2399,ELDRIDGE,PKWY,-,1
6/11/16,14,Theft,20G80,Clothing Store,800-899,WEST OAKS MALL,-,-,1
6/11/16,15,Theft,20G80,Miscellaneous Business (Non-Specific),1900-1999,HWY 6 SOUTH,-,-,1
6/11/16,15,Auto Theft,20G80,Mall Parking Lot,2600-2699,SH 6,-,-,1
6/11/16,13,Burglary,20G80,Residence or House,1500-1599,DARNLEY,LN,-,1
6/10/16,14,Burglary,20G80,Residence or House,14200-14299,SCARBOROUGH FAIR,-,-,1
6/10/16,8,Theft,20G80,Apartment Parking Lot,1200-1299,ELDRIDGE,PKWY,-,1
6/12/16,14,Auto Theft,20G80,Apartment Parking Lot,1200-1299,ELDRIDGE,PKWY,-,1
6/12/16,15,Theft,20G80,Residence or House,14100-14199,LANGBOURNE,DR,-,1
6/12/16,15,Theft,20G80,Restaurant or Cafeteria,2200-2299,SH 6,-,S,1
6/12/16,5,Burglary,20G80,Sporting Goods or Gun Shops,14800-14899,WESTHEIMER,RD,-,1
6/12/16,2,Burglary,20G80,Apartment,2500-2599,PANAGARD,-,-,1
6/13/16,15,Auto Theft,20G80,Vehicle/Auto Sales/Lease/Auto Parts Store,1300-1399,ENCLAVE,PKWY,-,1
6/16/16,8,Auto Theft,20G80,Hotel or Motel Parking Lot,1200-1299,ELDRIDGE,PKWY,-,1
6/15/16,21,Theft,20G80,Restaurant or Cafeteria Parking Lot,1100-1199,ELDRIDGE,PKWY,-,1
6/16/16,13,Theft,20G80,Restaurant or Cafeteria Parking Lot,1100-1199,ELDRIDGE,PKWY,-,1
6/16/16,14,Theft,20G80,"Other, Unknown, or Not Listed",2200-2299,ELDRIDGE,PKWY,-,1
6/16/16,9,Theft,20G80,Residence or House,1600-1699,ELDRIDGE,PKWY,-,1
6/16/16,20,Theft,20G80,Restaurant or Cafeteria Parking Lot,1100-1199,ELDRIDGE,PKWY,-,1
6/16/16,20,Theft,20G80,"Other, Unknown, or Not Listed",1300-1399,ELDRIDGE,PKWY,-,1
6/17/16,0,Burglary,20G80,Residence or House,14100-14199,WOODNOOK,DR,-,1
6/15/16,14,Theft,20G80,Residence or House,13000-13099,WICKERSHAM,LN,-,1
6/15/16,16,Theft,20G80,Department or Discount Store,1000-1099,WEST OAKS MALL,-,-,1
6/15/16,10,Theft,20G80,Apartment,2100-2199,BRIARCREST,ST,-,1
6/27/16,18,Theft,21I10,Airport Terminal,2800-2899,N. TERMINAL,RD,-,1
6/27/16,14,Theft,21I10,"Other, Unknown, or Not Listed",2800-2899,TERMINAL,RD,N,1
6/25/16,18,Theft,21I10,"Other, Unknown, or Not Listed",2800-2899,TERMINAL,RD,N,1
6/21/16,13,Theft,21I10,"Other, Unknown, or Not Listed",2800-2899,TERMINAL,RD,N,1
6/23/16,9,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/22/16,14,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/29/16,0,Theft,21I10,Commercial Parking Lot or Garage,2900-2999,TERMINAL,RD,N,1
6/29/16,13,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/7/16,9,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,-,1
6/8/16,15,Theft,21I10,"Other, Unknown, or Not Listed",2800-2899,TERMINAL,RD,N,1
6/3/16,14,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/3/16,11,Theft,21I10,Airport Terminal,2900-2999,TERMINAL,RD,-,1
6/1/16,11,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/1/16,14,Theft,21I10,"Other, Unknown, or Not Listed",2800-2899,TERMINAL,RD,N,1
6/14/16,15,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/17/16,12,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/16/16,9,Auto Theft,21I10,Commercial Parking Lot or Garage,2800-2899,TERMINAL,RD,N,1
6/12/16,18,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/11/16,19,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/12/16,16,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/12/16,13,Theft,21I10,Airport Terminal,2800-2899,TERMINAL,RD,N,1
6/4/16,15,Theft,21I30,Airport Terminal,3500-3599,TERMINAL,-,N,1
6/1/16,10,Theft,21I40,Airport Terminal,3700-3799,TERMINAL,RD,N,1
6/29/16,17,Theft,21I50,Commercial Parking Lot or Garage,3500-3599,TERMINAL,RD,N,1
6/28/16,10,Theft,21I50,Airport Terminal,3100-3199,TERMINAL,RD,N,1
6/28/16,11,Theft,21I50,Airport Terminal,3900-3999,TERMINAL,RD,N,1
6/30/16,16,Auto Theft,21I50,"Other, Unknown, or Not Listed",17300-17399,PALMETTO PINES,-,-,1
6/30/16,15,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/30/16,9,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/21/16,14,Theft,21I50,Other Parking Lot,17300-17399,PALMETTO PINES,-,-,1
6/25/16,20,Theft,21I50,,17300-17399,PALMETTO PINES,-,-,1
6/24/16,5,Theft,21I50,Airport Terminal,3100-3199,TERMINAL,RD,N,1
6/1/16,8,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/3/16,5,Theft,21I50,Airport Terminal,3100-3199,TERMINAL,RD,N,1
6/2/16,13,Auto Theft,21I50,Vehicle/Auto Sales/Lease/Auto Parts Store,17300-17399,PALMETTO PINES,-,-,1
6/2/16,12,Auto Theft,21I50,"Other, Unknown, or Not Listed",17300-17399,PINE CUT,-,-,1
6/5/16,15,Theft,21I50,Airport Terminal,3100-3199,TERMINAL,RD,N,1
6/5/16,18,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/5/16,20,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/5/16,23,Auto Theft,21I50,Hotel or Motel Parking Lot,6100-6199,WILL CLAYTON,PKWY,-,1
6/6/16,23,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/7/16,13,Theft,21I50,Airport Terminal,3500-3599,TERMINAL,RD,N,1
6/13/16,5,Theft,21I50,Airport Terminal,3100-3199,TERMINAL,RD,N,1
6/16/16,8,Theft,21I50,Airport Terminal,3800-3899,TERMINAL,RD,N,1
6/15/16,14,Theft,21I50,Airport Terminal,3700-3799,TERMINAL,RD,N,1
6/19/16,19,Auto Theft,21I50,Commercial Parking Lot or Garage,6600-6699,WILL CLAYTON,PKWY,-,1
6/17/16,16,Theft,21I50,Miscellaneous Business (Non-Specific),17300-17399,PALMETTO PINES,-,-,1
6/17/16,19,Theft,21I50,Airport Terminal,3100-3199,N. TERMINAL,RD,-,1
6/19/16,15,Auto Theft,21I50,Residence or House,5700-5799,BUCKOW,DR,-,1
6/25/16,13,Theft,21I60,Airport Terminal,3900-3999,TERMINAL,RD,S,1
6/22/16,12,Theft,21I60,Airport Terminal,3900-3999,TERMINAL,RD,S,1
6/22/16,21,Theft,21I60,Airport Terminal,3900-3999,TERMINAL,RD,S,1
6/25/16,9,Theft,23J50,Hotel or Motel Parking Lot,7700-7799,AIRPORT,BLVD,-,1
6/25/16,15,Theft,23J50,Vehicle/Auto Sales/Lease/Auto Parts Store,7700-7799,AIRPORT,BLVD,-,1
6/26/16,20,Theft,23J50,Airport Terminal,7800-7899,AIRPORT,BLVD,-,1
6/29/16,4,Burglary,23J50,Convenience Store,9100-9199,TELEPHONE,-,-,1
6/7/16,7,Auto Theft,23J50,"Other, Unknown, or Not Listed",7700-7799,AIRPORT,BLVD,-,1
6/6/16,13,Theft,23J50,Airport Terminal,7800-7899,AIRPORT,BLVD,-,1
6/4/16,7,Theft,23J50,Residence or House,7800-7899,AIRPORT,BLVD,-,1
6/19/16,0,Theft,23J50,Airport Terminal,7800-7899,AIRPORT,BLVD,-,1
6/14/16,7,Theft,23J50,Airport Terminal,7800-7899,AIRPORT,BLVD,-,1
6/10/16,7,Burglary,23J50,Service or Gas Station,9100-9199,TELEPHONE,-,-,1
6/28/16,20,Theft,24C10,Specialty Store (Non-Specific),1300-1399,KINGWOOD,DR,-,1
6/28/16,18,Theft,24C10,Grocery Store or Supermarket,600-699,KINGWOOD,DR,-,1
6/25/16,17,Theft,24C10,Grocery Store or Supermarket,600-699,KINGWOOD,DR,-,1
6/24/16,11,Auto Theft,24C10,"Road, Street, or Sidewalk",700-799,HAMBLEN,RD,-,1
6/23/16,19,Theft,24C10,Driveway,1000-1099,MARINA,DR,-,1
6/1/16,9,Burglary,24C10,Garage or Carport,900-999,AQUA VISTA,DR,-,1
6/1/16,10,Burglary,24C10,Garage or Carport,900-999,AQUA VISTA,DR,-,1
6/1/16,18,Theft,24C10,Driveway,2200-2299,SILVER FALLS,DR,-,1
6/3/16,2,Auto Theft,24C10,Driveway,1200-1299,MASTERS,WAY,-,1
6/3/16,14,Theft,24C10,Grocery Store or Supermarket Parking Lot,600-699,KINGWOOD,DR,-,1
6/6/16,14,Burglary,24C10,Residence or House,2700-2799,CHESTNUT RIDGE,DR,-,1
6/6/16,17,Burglary,24C10,Residence or House,2700-2799,CHESTNUT RIDGE,DR,-,1
6/6/16,6,Theft,24C10,Miscellaneous Business (Non-Specific),1200-1299,HAMBLEN,RD,-,1
6/6/16,8,Burglary,24C10,Apartment Rental Office,2200-2299,LAKE VILLAGE,DR,-,1
6/8/16,18,Theft,24C10,Strip Business Center Parking Lot,2200-2299,NORTHPARK,DR,-,1
6/13/16,8,Theft,24C10,"Daycare, Child Care, or Kindergarten",2000-2099,NORTHPARK,DR,-,1
6/13/16,9,Auto Theft,24C10,Driveway,22200-22299,LAUREL PINE,CIR,-,1
6/13/16,11,Aggravated Assault,24C10,Hospital,2000-2099,LADBROOK,-,-,1
6/13/16,10,Theft,24C10,Nursing Home,900-999,ROCKMEAD,DR,-,1
6/14/16,6,Theft,24C10,Service or Gas Station,2200-2299,NORTHPARK,DR,-,1
6/15/16,17,Theft,24C10,Specialty Store (Non-Specific),1200-1299,KINGWOOD,DR,-,1
6/15/16,3,Theft,24C10,Apartment Parking Lot,2200-2299,LAKE VILLAGE,DR,-,1
6/17/16,18,Burglary,24C10,Residence or House,2100-2199,PARKDALE,DR,-,1
6/20/16,12,Burglary,24C10,Residence or House,1300-1399,FOREST COVE,DR,-,1
6/23/16,13,Theft,24C20,Residence or House,4100-4199,SWEET GUM,TRL,-,1
6/22/16,11,Auto Theft,24C20,"Other, Unknown, or Not Listed",1700-1799,LAKE KINGWOOD,TRL,-,1
6/24/16,12,Theft,24C20,Car Wash,4000-4099,RUSTIC WOODS,DR,-,1
6/24/16,7,Theft,24C20,Driveway,3300-3399,GOLDEN WILLOW,DR,-,1
6/24/16,16,Theft,24C20,Residence or House,3400-3499,SANDY FORKS,DR,-,1
6/25/16,6,Theft,24C20,Driveway,3300-3399,GOLDEN WILLOW,DR,-,1
6/26/16,9,Theft,24C20,Driveway,5400-5499,HAVEN OAKS,DR,-,1
6/29/16,7,Theft,24C20,"Road, Street, or Sidewalk",2900-2999,SYCAMORE SPRINGS,DR,-,1
6/29/16,11,Burglary,24C20,Residence or House,5400-5499,CREEK SHADOWS,DR,-,1
6/29/16,15,Burglary,24C20,Apartment,3700-3799,KINGWOOD,DR,-,1
6/29/16,16,Burglary,24C20,Apartment,3700-3799,KINGWOOD,DR,-,1
6/29/16,17,Aggravated Assault,24C20,Residence or House,2800-2899,BROOKDALE,DR,-,1
6/8/16,15,Theft,24C20,Residence or House,3700-3799,WILDWOOD RIDGE,DR,-,1
6/8/16,14,Theft,24C20,Apartment Parking Lot,3700-3799,KINGWOOD DR.,-,-,1
6/7/16,19,Theft,24C20,Driveway,3100-3199,LAKE CRESCENT,DR,E,1
6/7/16,20,Theft,24C20,Driveway,3700-3799,WILDWOOD RIDGE,DR,-,1
6/9/16,11,Theft,24C20,"Gym, Recreat, Club House, Indoor Pool, Spa",1700-1799,LAKE KINGWOOD,TRL,-,1
6/6/16,8,Theft,24C20,Driveway,2600-2699,KINGS FOREST,DR,-,1
6/6/16,7,Burglary,24C20,Garage or Carport,2900-2999,ROYAL CIRCLE,DR,-,1
6/3/16,19,Theft,24C20,"Road, Street, or Sidewalk",2600-2699,TINECHESTER,DR,-,1
6/17/16,20,Aggravated Assault,24C20,Apartment,3700-3799,KINGWOOD,DR,-,1
6/18/16,10,Theft,24C20,Residence or House,2900-2999,BASSINGHAM,DR,-,1
6/19/16,1,Auto Theft,24C20,Apartment Parking Lot,2800-2899,TRAIL LODGE,DR,-,1
6/15/16,17,Theft,24C20,"Parks and Recreation, Zoo, Swimming Pool",2700-2799,CLEAR RIDGE,DR,-,1
6/17/16,10,Burglary,24C20,Apartment,3700-3799,KINGWOOD,DR,-,1
6/12/16,0,Aggravated Assault,24C20,Driveway,3600-3699,HIGHGREEN,DR,-,1
6/10/16,8,Theft,24C20,"Vacant Single Occ Resd(House,Townhs,Dplex)",5700-5799,STRAIGHT,WAY,-,1
6/10/16,12,Burglary,24C20,Residence or House,3100-3199,CASCADE CREEK,DR,-,1
6/10/16,16,Theft,24C20,"Road, Street, or Sidewalk",2700-2799,NORTHPARK,DR,-,1
6/29/16,15,Theft,24C30,Driveway,2700-2799,WOODSPRING FOREST,DR,-,1
6/29/16,8,Burglary,24C30,Construction Site,4500-4599,KINGWOOD,DR,-,1
6/28/16,23,Auto Theft,24C30,Convenience Store Parking Lot,2600-2699,MILLS BRANCH,DR,-,1
6/28/16,5,Theft,24C30,"Road, Street, or Sidewalk",4500-4599,WOODSPRING GLEN,LN,-,1
6/30/16,13,Theft,24C30,Driveway,2700-2799,SANDBERRY,DR,-,1
6/22/16,14,Theft,24C30,Residence or House,2900-2999,EAGLE CREEK,DR,-,1
6/21/16,19,Theft,24C30,Residence or House,2700-2799,WOODSPRING ACRES,DR,-,1
6/21/16,6,Theft,24C30,Convenience Store,4500-4599,KINGWOOD,DR,-,1
6/4/16,12,Theft,24C30,Driveway,4500-4599,ECHO FALLS,DR,-,1
6/6/16,10,Theft,24C30,Residence or House,5400-5499,RED CLIFF,DR,-,1
6/6/16,23,Burglary,24C30,Residence or House,4600-4699,PIN OAK CREEK,LN,-,1
6/2/16,7,Burglary,24C30,Residence or House,6000-6099,RUNNING CREEK,CT,-,1
6/8/16,21,Theft,24C30,Middle School,2900-2999,HIGH VALLEY,DR,-,1
6/8/16,17,Burglary,24C30,Residence or House,2300-2399,MOUNTAIN LAKE,DR,-,1
6/9/16,0,Aggravated Assault,24C30,Residence or House,5200-5299,MULBERRY GROVE,DR,-,1
6/11/16,12,Burglary,24C30,Residence or House,4600-4699,DUNNAM,RD,-,1
6/11/16,18,Theft,24C30,Driveway,4300-4399,PINE BREEZE,DR,-,1
6/12/16,7,Theft,24C30,Residence or House,4400-4499,PINE BREEZE,DR,-,1
6/16/16,19,Auto Theft,24C30,Commercial Parking Lot or Garage,800-899,MAIN,RD,-,1
6/16/16,17,Burglary,24C30,"Vacant Single Occ Resd(House,Townhs,Dplex)",5700-5799,WILLOW PARK TERRACE,LN,-,1
6/16/16,8,Theft,24C30,Hotel or Motel Parking Lot,8000-8099,MAIN,RD,-,1
6/18/16,19,Theft,24C30,Residence or House,2900-2999,HIGHLAND LAURELS,DR,-,1
6/19/16,14,Theft,24C30,Driveway,3100-3199,JUNEGRASS,CT,-,1
6/17/16,22,Theft,24C30,Grocery Store or Supermarket,2200-2299,GARDEN POINT,DR,-,1
6/20/16,11,Theft,24C30,Residence or House,9100-9199,HOLLY,LN,-,1
6/25/16,20,Aggravated Assault,24C40,Restaurant or Cafeteria Parking Lot,24000-24099,LAKE HOUSTON,PKWY,E,1
6/7/16,11,Theft,24C40,Other Parking Lot,10600-10699,FM 1960,-,E,1
6/1/16,10,Theft,24C40,Residence or House,24100-24199,GLENGYLE,CT,-,1
6/1/16,18,Burglary,24C40,Residence or House,1800-1899,WILDCAT,LN,-,1
6/2/16,22,Aggravated Assault,24C40,Apartment,11100-11199,FM 1960,-,E,1
6/5/16,20,Theft,24C40,"Road, Street, or Sidewalk",700-799,CORYDON,DR,-,1
6/5/16,15,Burglary,24C40,"Other, Unknown, or Not Listed",100-199,FINCH,LN,-,1
6/19/16,17,Theft,24C40,Miscellaneous Business (Non-Specific),10900-10999,FM 1960,-,E,1
6/19/16,23,Aggravated Assault,24C40,"Parks and Recreation, Zoo, Swimming Pool",900-999,GREGS,WAY,-,1
6/17/16,7,Burglary,24C40,Maintenance or Building Services,900-999,MALCOMS,WAY,-,1
6/14/16,12,Theft,24C40,Residence or House,20200-20299,ATASCOCITA LAKE,DR,-,1
6/25/16,16,Burglary,24C50,Rental Storage Facility,22500-22599,EASTEX,FWY,-,1
6/25/16,13,Theft,24C50,"Hotel, Motel, Inn, Etc.",22600-22699,EASTEX,FWY,-,1
6/25/16,23,Theft,24C50,Hospital Parking Lot,23000-23099,EASTEX,FWY,-,1
6/21/16,8,Auto Theft,24C50,Apartment Parking Lot,100-199,NORTHPARK PLAZA,DR,-,1
6/22/16,13,Burglary,24C50,Garage or Carport,3200-3299,BLUE LAKE,DR,-,1
6/22/16,15,Theft,24C50,"Other, Unknown, or Not Listed",23000-23099,EASTEX,FWY,-,1
6/22/16,5,Auto Theft,24C50,Hotel or Motel Parking Lot,100-199,NORTHPARK PLAZA,DR,-,1
6/30/16,15,Burglary,24C50,Residence or House,400-499,NORTHPINES,DR,-,1
6/28/16,6,Theft,24C50,Hotel or Motel Parking Lot,22600-22699,EASTEX,FWY,-,1
6/28/16,7,Theft,24C50,Hospital,23000-23099,EASTEX,FWY,-,1
6/28/16,17,Theft,24C50,Hospital Parking Lot,23000-23099,EASTEX,FWY,-,1
6/29/16,2,Auto Theft,24C50,Hospital Parking Lot,23000-23099,EASTEX,FWY,-,1
6/29/16,7,Theft,24C50,Construction Site,22100-22199,NORTHPARK,DR,-,1
6/29/16,19,Auto Theft,24C50,Miscellaneous Business (Non-Specific),22600-22699,EASTEX,FWY,-,1
6/3/16,14,Theft,24C50,Department or Discount Store,22600-22699,EASTEX,FWY,-,1
6/3/16,7,Theft,24C50,Construction Site,22000-22099,NORTHPARK,DR,-,1
6/3/16,9,Theft,24C50,Construction Site,22000-22099,NORTHPARK,DR,-,1
6/3/16,9,Auto Theft,24C50,"Road, Street, or Sidewalk",100-199,LAKESIDE,CT,-,1
6/1/16,11,Burglary,24C50,Apartment,100-199,NORTHPARK PLAZA,DR,-,1
6/8/16,13,Auto Theft,24C50,Restaurant or Cafeteria Parking Lot,23900-23999,EASTEX,FWY,-,1
6/9/16,14,Theft,24C50,Strip Business Center Parking Lot,22600-22699,EASTEX,FWY,-,1
6/9/16,19,Theft,24C50,Apartment Parking Lot,23200-23299,FOREST NORTH,DR,-,1
6/14/16,15,Theft,24C50,Apartment,24000-24099,KINGWOOD PLACE,DR,-,1
6/14/16,14,Theft,24C50,"Hotel, Motel, Inn, Etc.",23300-23399,EASTEX,FWY,-,1
6/14/16,20,Theft,24C50,Service or Gas Station,24500-24599,LOOP 494,-,-,1
6/17/16,7,Theft,24C50,Hospital Parking Lot,23000-23099,EASTEX,FWY,-,1
6/16/16,11,Theft,24C50,Commercial Parking Lot or Garage,23400-23499,EASTEX,FWY,-,1
6/16/16,13,Burglary,24C50,Apartment,200-299,NORTHPINES,DR,-,1
6/12/16,8,Burglary,24C50,Apartment,24000-24099,KINGWOOD PLACE,DR,-,1
6/13/16,14,Theft,24C50,Department or Discount Store,22600-22699,EASTEX,FWY,-,1
6/13/16,5,Burglary,24C50,Service or Gas Station,22300-22399,LOOP 494,-,-,1
6/10/16,16,Theft,24C50,Hospital Parking Lot,23000-23099,EASTEX,FWY,-,1
6/10/16,14,Theft,24C50,Grocery Store or Supermarket Parking Lot,23000-23099,EASTEX,FWY,-,1
6/10/16,9,Theft,24C50,Garage or Carport,100-199,LAKESIDE,LN,-,1
6/29/16,8,Burglary,24C60,Office Building,15700-15799,HANOVER BREEZE,LN,-,1
6/23/16,15,Burglary,24C60,Residence or House,13700-13799,ROLLING RIVER,LN,-,1
6/27/16,13,Burglary,24C60,Residence or House,14400-14499,RED TAILED HAWK,LN,-,1
6/1/16,9,Burglary,24C60,,12700-12799,WLHP,-,-,1
6/4/16,7,Aggravated Assault,24C60,Residence or House,16100-16199,PAGETT PLACE,CT,-,1
6/13/16,13,Theft,24C60,Grocery Store or Supermarket Parking Lot,12600-12699,LAKE HOUSTON,PKWY,W,1
6/16/16,22,Aggravated Assault,24C60,Residence or House,12900-12999,BRONCROFT,CT,-,1
6/20/16,12,Burglary,24C60,Construction Site,17100-17199,BORDER LAKE,LN,-,1
6/27/16,20,Theft,2A10,Train (Not Metro) Terminal,2600-2699,FULTON,ST,-,1
6/27/16,12,Robbery,2A10,"Road, Street, or Sidewalk",1100-1199,HOGAN,-,-,1
