Date,Hour,Offense_Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,Number_offenses
1/4/16,15,Theft,2A30,"Road, Street, or Sidewalk",100-199,22ND,ST,E,1
1/4/16,17,Theft,2A40,Grocery Store or Supermarket Parking Lot,2500-2599,SHEARN,ST,-,1
1/4/16,21,Theft,2A50,Bar or Night Club Parking Lot,UNK,HEIGHTS,BLVD,-,1
1/4/16,19,Theft,2A50,Driveway,4300-4399,DICKSON,ST,-,1
1/4/16,8,Burglary,2A50,Residence or House,100-199,DETERING,ST,-,1
1/4/16,9,Theft,2A50,Apartment Parking Lot,600-699,STUDEMONT,-,-,1
1/4/16,13,Theft,2A60,Drug Store or Medical Supply,1500-1599,LOOP,-,N,1
1/4/16,16,Theft,2A60,Restaurant or Cafeteria,1000-1099,20TH,ST,W,1
1/4/16,17,Theft,3B10,Apartment Parking Lot,3700-3799,WATONGA,-,-,1
1/4/16,23,Robbery,3B10,"Hotel, Motel, Inn, Etc.",4900-4999,FEDERAL PLAZA,DR,-,1
1/4/16,13,Theft,3B10,Grocery Store or Supermarket Parking Lot,5200-5299,34TH,ST,W,1
1/4/16,14,Auto Theft,3B10,Commercial Parking Lot or Garage,2200-2299,CENTRAL PARKWAY,DR,-,1
1/4/16,10,Robbery,3B10,Apartment Parking Lot,5000-5099,MILWEE,ST,-,1
1/4/16,13,Theft,3B30,Restaurant or Cafeteria Parking Lot,3000-3099,ELLA,BLVD,-,1
1/4/16,11,Auto Theft,3B40,Strip Business Center Parking Lot,UNK,AIRLINE ENT,RAMP,-,1
1/4/16,12,Auto Theft,3B40,Service or Gas Station,5200-5299,SHEPHERD,DR,N,1
1/4/16,17,Aggravated Assault,3B40,"Road, Street, or Sidewalk",200-299,37TH,ST,E,1
1/4/16,19,Aggravated Assault,3B40,Apartment,3900-3999,NORTH,FWY,-,1
1/4/16,16,Auto Theft,3B40,"Road, Street, or Sidewalk",500-599,GAMMON,DR,-,1
1/4/16,16,Theft,3B50,Residence or House,8100-8199,APPLETON,ST,-,1
1/4/16,18,Auto Theft,3B50,"Road, Street, or Sidewalk",9000-9099,HARDY,RD,W,1
1/4/16,18,Robbery,3B50,Restaurant or Cafeteria,200-299,CROSSTIMBERS,-,E,1
1/4/16,18,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
1/4/16,21,Theft,3B50,Miscellaneous Business (Non-Specific),7500-7599,IRVINGTON,BLVD,-,1
1/4/16,21,Burglary,3B50,Apartment,5100-5199,AIRLINE,DR,-,1
1/4/16,20,Robbery,3B50,Grocery Store or Supermarket,4400-4499,NORTH,FWY,-,1
1/4/16,9,Auto Theft,3B50,Driveway,600-699,APACHE,ST,-,1
1/4/16,9,Theft,4F10,Commercial Parking Lot or Garage,10100-10199,KATY,FWY,-,1
1/4/16,9,Theft,4F10,"Other, Unknown, or Not Listed",9600-9699,KATY,FWY,-,1
1/4/16,12,Theft,4F10,Car Wash,1000-1099,GESSNER,RD,-,1
1/4/16,14,Theft,4F10,Residence or House,1100-1199,BUNKER HILL,RD,-,1
1/4/16,14,Theft,4F20,"Road, Street, or Sidewalk",5000-5099,WESTWAY PARK,BLVD,-,1
1/4/16,11,Robbery,4F20,Driveway,4300-4399,MISTY SHADOWS,DR,-,1
1/4/16,16,Robbery,4F20,"Electronics Store, Electrical Supplies",2500-2599,GESSNER,DR,-,1
1/4/16,13,Auto Theft,4F30,Hospital Parking Lot,18500-18599,KATY,FWY,-,1
1/4/16,22,Robbery,5F10,Convenience Store,1800-1899,WIRT,RD,-,1
1/4/16,13,Theft,5F20,Apartment,8700-8799,HAMMERLY,-,-,1
1/4/16,8,Auto Theft,5F20,Apartment Parking Lot,8500-8599,PITNER,-,-,1
1/4/16,11,Theft,5F20,Grocery Store or Supermarket,3100-3199,BLALOCK,RD,-,1
1/4/16,9,Burglary,5F20,"Vacant Single Occ Resd(House,Townhs,Dplex)",9200-9299,EMNORA,LN,-,1
1/4/16,8,Theft,5F30,Miscellaneous Business (Non-Specific),5800-5899,CLARA,RD,-,1
1/4/16,6,Theft,5F30,Other Parking Lot,10000-10099,HARDISON,-,-,1
1/4/16,12,Theft,5F30,Warehouse,7700-7799,PINEMONT,-,-,1
1/4/16,23,Robbery,5F30,Apartment Parking Lot,5800-5899,HOLLISTER,RD,-,1
1/4/16,16,Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST,FWY,-,1
1/4/16,15,Theft,5F40,"Road, Street, or Sidewalk",2000-2099,WILLOWBROOK MALL,-,-,1
1/4/16,18,Robbery,5F40,Mall Parking Lot,7900-7999,FM 1960,-,W,1
1/4/16,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,FM 1960,-,W,1
1/4/16,19,Theft,5F40,Restaurant or Cafeteria Parking Lot,13100-13199,CENTERFIELD,BLVD,-,1
1/4/16,13,Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,FM 1960,-,W,1
1/4/16,11,Theft,6B10,Apartment,6200-6299,NORTHLINE,DR,-,1
1/4/16,19,Theft,6B10,"Parks and Recreation, Zoo, Swimming Pool",1000-1099,CANINO,-,-,1
1/4/16,19,Robbery,6B10,Convenience Store,9800-9899,BAUMAN,RD,-,1
1/4/16,0,Robbery,6B10,Other Parking Lot,5500-5599,NORTH,FWY,-,1
1/4/16,18,Burglary,6B20,Residence or House,500-599,RITTENHOUSE,-,W,1
1/4/16,15,Theft,6B30,Apartment Parking Lot,7000-7099,GULF BANK,RD,W,1
1/4/16,21,Theft,6B30,Apartment Parking Lot,3100-3199,LITTLE YORK,RD,W,1
1/4/16,8,Burglary,6B30,Miscellaneous Business (Non-Specific),11600-11699,HOUSTON ROSSLYN,RD,N,1
1/4/16,2,Theft,6B40,Apartment Parking Lot,9400-9499,MONTGOMERY,RD,W,1
1/4/16,9,Burglary,6B40,Apartment,700-799,LITTLE YORK,RD,W,1
1/4/16,11,Theft,6B40,Commercial Parking Lot or Garage,9700-9799,NORTH,FWY,-,1
1/4/16,11,Burglary,6B40,Apartment,1400-1499,GULF BANK,RD,W,1
1/4/16,23,Burglary,6B50,Apartment,100-199,DYNA,DR,-,1
1/4/16,19,Theft,6B50,Restaurant or Cafeteria Parking Lot,11300-11399,NORTH,FWY,-,1
1/4/16,12,Theft,6B50,Apartment Parking Lot,100-199,GOODSON,DR,-,1
1/4/16,13,Theft,6B50,Apartment Parking Lot,100-199,GOODSON,DR,-,1
1/4/16,14,Theft,6B50,Commercial Parking Lot or Garage,11800-11899,NORTH,FWY,-,1
1/4/16,9,Theft,6B50,Vehicle/Auto Sales/Lease/Auto Parts Store,700-799,SAM HOUSTON,PKWY,N,1
1/4/16,8,Theft,6B50,Bank or Savings Institution Parking Lot,10300-10399,NORTH,-,-,1
1/4/16,5,Auto Theft,6B60,Apartment Parking Lot,17000-17099,IMPERIAL VALLEY,DR,-,1
1/4/16,10,Theft,6B60,Residence or House,16700-16799,IMPERIAL VALLEY,DR,-,1
1/4/16,12,Theft,6B60,Check Cashing Places,1300-1399,GEARS,RD,-,1
1/4/16,13,Burglary,6B60,Apartment,17100-17199,IMPERIAL VALLEY,DR,-,1
1/4/16,22,Robbery,6B60,"Road, Street, or Sidewalk",12300-12399,KUYKENDAHL,RD,-,1
1/4/16,12,Burglary,7C10,Residence or House,4600-4699,RAWLEY,-,-,1
1/4/16,4,Auto Theft,7C20,"Road, Street, or Sidewalk",2400-2499,PANNELL,-,-,2
1/4/16,5,Theft,7C20,Residence or House,5700-5799,PICKFAIR,-,-,1
1/4/16,6,Burglary,7C20,Residence or House,4100-4199,BERTHA,ST,-,1
1/4/16,12,Aggravated Assault,7C20,Convenience Store,2800-2899,GREGG,-,-,1
1/4/16,14,Theft,7C20,Driveway,4000-4099,COURTNEY,ST,-,1
1/4/16,13,Theft,7C20,Residence or House,4100-4199,WOOLWORTH,-,-,1
1/4/16,13,Theft,7C20,Vehicle/Auto Sales/Lease/Auto Parts Store,7000-7099,LOOP,-,N,1
1/4/16,22,Robbery,7C20,Service or Gas Station,3500-3599,EASTEX,FWY,-,1
1/4/16,18,Rape,7C20,Residence or House,4700-4799,LAVENDER,-,-,1
1/4/16,13,Aggravated Assault,7C30,Apartment,9100-9199,DODSON,ST,-,1
1/4/16,0,Aggravated Assault,7C30,"Road, Street, or Sidewalk",9000-9099,HARRELL,-,-,2
1/4/16,11,Burglary,7C40,Apartment,10300-10399,SHADY,LN,-,1
1/4/16,9,Theft,7C50,"Hotel, Motel, Inn, Etc.",15700-15799,JOHN F KENNEDY,BLVD,-,1
1/4/16,11,Theft,7C50,Miscellaneous Business (Non-Specific),15400-15499,VANTAGE,PKWY,E,1
1/4/16,11,Theft,7C50,Apartment Parking Lot,5900-5999,GREENS,RD,-,1
1/4/16,20,Theft,7C50,Apartment,14800-14899,CROSSWINDS,DR,-,1
1/4/16,1,Robbery,8C10,Restaurant or Cafeteria,9400-9499,HOMESTEAD,RD,-,1
1/4/16,18,Burglary,8C10,Residence or House,6000-6099,LAURA KOPPE,RD,-,1
1/4/16,10,Burglary,8C20,"Daycare, Child Care, or Kindergarten",7400-7499,HOMESTEAD,RD,-,1
1/4/16,11,Theft,8C30,Residence or House,8100-8199,WAY,ST,-,1
1/4/16,11,Theft,8C40,Service or Gas Station,7700-7799,MESA,DR,-,1
1/4/16,18,Robbery,8C40,Restaurant or Cafeteria,9100-9199,MESA,DR,-,1
1/4/16,6,Robbery,8C60,Bus Stop,11200-11299,DALEBROOK,DR,-,1
1/4/16,20,Burglary,8C60,Residence or House,11000-11099,SPOTTSWOOD,-,-,1
1/4/16,9,Burglary,8C60,Vacant Other Out Build/Monument/UnderConst,7100-7199,LANGLEY,-,-,1
1/4/16,6,Theft,9C20,Residence or House,6800-6899,ALDERSON,-,-,1
1/4/16,20,Robbery,9C30,Restaurant or Cafeteria Parking Lot,5000-5099,LAKE HOUSTON,PKWY,S,1
1/4/16,18,Theft,9C30,Other Parking Lot,3900-3999,MCCARTY,-,N,1
1/4/16,7,Theft,9C30,Commercial Building,10200-10299,LOOP,-,N,1
1/4/16,8,Theft,9C30,Restaurant or Cafeteria,10800-10899,EAST,FWY,-,1
1/4/16,6,Auto Theft,9C40,"Hotel, Motel, Inn, Etc.",12700-12799,NIMITZ,-,-,1
1/4/16,7,Auto Theft,9C40,Miscellaneous Business (Non-Specific),800-899,FEDERAL,RD,-,1
1/4/16,15,Theft,9C40,Strip Business Center Parking Lot,12000-12099,EAST,FWY,-,1
1/4/16,0,Aggravated Assault,UNK,Service or Gas Station,18900-18999,MEMORIAL,BLVD,N,1
1/4/16,0,Murder,UNK,Restaurant or Cafeteria Parking Lot,100-199,AIRTEX,DR,-,1
1/5/16,3,Aggravated Assault,10H10,Apartment,2800-2899,CANAL,ST,-,1
1/5/16,16,Theft,10H30,Residence or House,3300-3399,BEULAH,ST,-,1
1/5/16,22,Theft,10H30,Residence or House,1400-1499,MILBY,-,-,1
1/5/16,15,Theft,10H40,Garage or Carport,700-799,ELGIN,ST,-,1
1/5/16,17,Theft,10H40,Residence or House,2600-2699,CRAWFORD,ST,-,1
1/5/16,8,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,MCGOWEN,ST,-,1
1/5/16,12,Theft,10H50,"Other, Unknown, or Not Listed",3300-3399,SCOTT,ST,-,1
1/5/16,14,Theft,10H50,"Laundry, Dry Cleaners, Washaterias",3200-3299,TRUXILLO,-,-,1
1/5/16,14,Theft,10H60,"Laundry, Dry Cleaners, Washaterias",2600-2699,WHEELER,-,-,1
1/5/16,19,Theft,10H60,Apartment,5200-5299,DOWLING,ST,-,1
1/5/16,19,Auto Theft,10H70,Apartment Parking Lot,2300-2399,OLD SPANISH,TRL,-,1
1/5/16,14,Theft,10H70,Hospital,6500-6599,FANNIN,ST,-,1
1/5/16,8,Burglary,10H70,Vacant Building (Commercial),6500-6599,ARDMORE,ST,-,1
1/5/16,15,Theft,10H80,Residence or House,2300-2399,WATTS,-,-,1
1/5/16,17,Theft,11H10,Department or Discount Store,2300-2399,WAYSIDE,-,-,1
1/5/16,21,Burglary,11H10,Commercial Building,1100-1199,HUB,-,-,1
1/5/16,13,Theft,11H10,Restaurant or Cafeteria Parking Lot,5300-5399,GULF,FWY,-,1
1/5/16,18,Theft,11H20,"Road, Street, or Sidewalk",1700-1799,ROOSEVELT,-,-,1
1/5/16,17,Burglary,11H30,Residence or House,8200-8299,EASTON,ST,-,1
1/5/16,7,Robbery,11H50,Apartment,4800-4899,ALLENDALE,RD,-,1
1/5/16,13,Theft,12D10,Commercial Parking Lot or Garage,10900-10999,GULF,FWY,-,1
1/5/16,13,Theft,12D10,Convenience Store Parking Lot,900-999,EDGEBROOK,DR,-,1
1/5/16,12,Theft,12D10,Apartment,100-199,EDGEBROOK,DR,E,1
1/5/16,17,Auto Theft,12D10,Grocery Store or Supermarket Parking Lot,1100-1199,EDGEBROOK,DR,-,1
1/5/16,18,Theft,12D10,Specialty Store (Non-Specific),12200-12299,GULF,FWY,-,1
1/5/16,18,Theft,12D10,Department or Discount Store,9500-9599,ROWLETT,-,-,1
1/5/16,20,Robbery,12D10,Apartment,100-199,EDGEBROOK,DR,E,1
1/5/16,23,Robbery,12D10,Apartment,3900-3999,ARLINGTON SQUARE,DR,-,1
1/5/16,23,Theft,12D10,Residence or House,900-999,ARVANA,ST,-,1
1/5/16,23,Auto Theft,12D20,Restaurant or Cafeteria Parking Lot,12800-12899,GULF,FWY,-,1
1/5/16,21,Theft,12D20,Strip Business Center Parking Lot,11100-11199,FUQUA,ST,-,1
1/5/16,10,Theft,12D20,Grocery Store or Supermarket Parking Lot,11700-11799,SAM HOUSTON,PKWY,S,1
1/5/16,23,Burglary,12D30,Apartment,4400-4499,S.SHAVER,-,-,1
1/5/16,19,Auto Theft,12D30,Hotel or Motel Parking Lot,12800-12899,GULF,FWY,-,1
1/5/16,15,Theft,12D30,Restaurant or Cafeteria Parking Lot,12700-12799,GULF,FWY,-,1
1/5/16,8,Theft,12D50,Driveway,14000-14099,EL CAMINO REAL,-,-,1
1/5/16,10,Robbery,12D50,"Road, Street, or Sidewalk",14900-14999,REDWOOD BEND,TRL,-,1
1/5/16,6,Theft,12D60,Vacant Building (Commercial),16800-16899,BUCCANEER,-,-,1
1/5/16,11,Theft,12D70,Vehicle/Auto Sales/Lease/Auto Parts Store,18100-18199,GULF,FWY,-,1
1/5/16,20,Theft,13D10,Residence or House,3800-3899,LANDA,LN,-,1
1/5/16,14,Theft,13D10,Other Parking Lot,6100-6199,LOOP,-,S,1
1/5/16,8,Theft,13D10,Driveway,6000-6099,IRON ROCK,ST,-,1
1/5/16,10,Theft,13D10,Service or Gas Station,4300-4399,TELEPHONE,-,-,1
1/5/16,10,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,AIRPORT,BLVD,-,1
1/5/16,7,Robbery,13D20,Apartment,8100-8199,STONE,-,-,1
1/5/16,13,Theft,13D20,Restaurant or Cafeteria Parking Lot,8400-8499,GULF,FWY,-,1
1/5/16,22,Aggravated Assault,13D20,Apartment,8700-8799,BROADWAY,ST,-,1
1/5/16,22,Burglary,13D20,Residence or House,7600-7699,BUENA VISTA,-,-,1
1/5/16,22,Theft,13D20,Hotel or Motel Parking Lot,9100-9199,GULF,FWY,-,1
1/5/16,15,Theft,13D20,Government or Public Building,4000-4099,BROADWAY,ST,-,1
1/5/16,16,Auto Theft,13D20,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,AIRPORT,BLVD,-,1
1/5/16,2,Theft,14D10,"Other, Unknown, or Not Listed",5100-5199,HULL,-,-,1
1/5/16,8,Theft,14D20,Driveway,8900-8999,COMAL,-,-,1
1/5/16,9,Robbery,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",4700-4799,CARMEN,ST,-,1
1/5/16,13,Burglary,14D20,Apartment,2900-2999,REED,RD,-,1
1/5/16,13,Robbery,14D20,"Road, Street, or Sidewalk",3500-3599,SHELBY,CIR,-,1
1/5/16,18,Theft,14D20,Residence or House,5100-5199,CLOVER,ST,-,1
1/5/16,18,Theft,14D20,Department or Discount Store,9400-9499,CULLEN,BLVD,-,1
1/5/16,18,Aggravated Assault,14D20,Residence or House,3100-3199,JIPSIE,LN,-,1
1/5/16,21,Burglary,14D20,Residence or House,4700-4799,MALLOW,-,-,1
1/5/16,23,Theft,14D30,"Road, Street, or Sidewalk",5800-5899,SOUTHFORD,-,-,1
1/5/16,9,Robbery,14D40,Residence or House,4100-4199,HOLLOWAY,DR,-,1
1/5/16,17,Theft,14D50,Other Parking Lot,5900-5999,SELINSKY,RD,-,1
1/5/16,15,Theft,1.50E+11,Department or Discount Store,700-799,MEYERLAND PLAZA,-,-,1
1/5/16,15,Theft,1.50E+11,"Church, Synagogue, or Temple Parking Lot",8600-8699,CHIMNEY ROCK,RD,-,1
1/5/16,15,Theft,1.50E+11,Commercial Parking Lot or Garage,8600-8699,ENDICOTT,LN,-,1
1/5/16,8,Theft,1.50E+11,Private School,8600-8699,CHIMNEY ROCK,RD,-,1
1/5/16,4,Burglary,1.50E+11,Convenience Store,5400-5499,BIRDWOOD,RD,-,1
1/5/16,7,Auto Theft,1.50E+21,Apartment Parking Lot,5500-5599,GASMER,DR,-,1
1/5/16,7,Theft,1.50E+21,Driveway,12800-12899,ROCKBRIDGE MEADOW,LN,-,1
1/5/16,11,Theft,1.50E+21,Other Parking Lot,11500-11599,CHIMNEY ROCK,RD,-,1
1/5/16,12,Burglary,1.50E+31,Apartment,7500-7599,KIRBY,DR,-,1
1/5/16,17,Burglary,1.50E+31,Residence or House,4000-4099,LEESHIRE,DR,-,1
1/5/16,15,Theft,1.50E+41,Apartment,2400-2499,LOOP,-,S,1
1/5/16,20,Theft,1.50E+41,Other Parking Lot,2700-2799,LOOP,-,S,1
1/5/16,13,Theft,1.50E+41,Restaurant or Cafeteria Parking Lot,2500-2599,LOOP,-,S,1
1/5/16,9,Theft,1.50E+41,Apartment Parking Lot,2100-2199,EL PASEO,ST,-,1
1/5/16,10,Theft,1.60E+11,Apartment Parking Lot,11900-11999,OAKMOOR,PKWY,-,1
1/5/16,14,Theft,1.60E+11,"Other, Unknown, or Not Listed",14000-14099,HOOPER,RD,-,1
1/5/16,11,Burglary,1.60E+11,Residence or House,12900-12999,KINGSTON POINT,LN,-,1
1/5/16,20,Auto Theft,1.60E+11,Service or Gas Station,12200-12299,ALMEDA,RD,-,1
1/5/16,15,Theft,1.60E+11,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL,LN,-,1
1/5/16,22,Auto Theft,1.60E+41,Specialty Store (Non-Specific),7100-7199,FUQUA,ST,W,1
1/5/16,16,Burglary,1.60E+41,Condominium,7100-7199,CHASEWOOD,DR,-,1
1/5/16,19,Robbery,1.60E+41,Driveway,2200-2299,SUMMIT MEADOW,DR,-,1
1/5/16,5,Auto Theft,1.60E+41,Driveway,4700-4799,RAVEN RIDGE,DR,-,1
1/5/16,7,Theft,1.70E+11,Grocery Store or Supermarket Parking Lot,5400-5499,RICE,AVE,S,1
1/5/16,11,Robbery,1.70E+11,"Road, Street, or Sidewalk",5700-5799,GREEN ASH,DR,-,1
1/5/16,11,Theft,1.70E+11,Apartment,6200-6299,ALDER,DR,-,1
1/5/16,9,Burglary,1.70E+11,Rental Storage Facility,6200-6299,WESTWARD,-,-,1
1/5/16,13,Theft,1.70E+11,Apartment,6000-6099,ELM,ST,-,1
1/5/16,14,Auto Theft,1.70E+11,Miscellaneous Business (Non-Specific),5200-5299,ASHBROOK,DR,-,1
1/5/16,16,Burglary,1.70E+11,Apartment,6100-6199,RENWICK,-,-,1
1/5/16,0,Robbery,1.70E+11,Apartment Parking Lot,5900-5999,GULFTON,-,-,1
1/5/16,0,Robbery,1.70E+11,Apartment Parking Lot,6500-6599,HILLCROFT,-,-,1
1/5/16,2,Auto Theft,1.70E+21,Driveway,9300-9399,BONHOMME,RD,-,1
1/5/16,16,Aggravated Assault,1.70E+21,"Road, Street, or Sidewalk",7100-7199,ROOS,-,-,1
1/5/16,19,Robbery,1.70E+21,"Road, Street, or Sidewalk",8500-8599,TWIN HILLS,DR,-,1
1/5/16,20,Theft,1.70E+21,Apartment Parking Lot,7500-7599,BISSONNET,ST,-,1
1/5/16,14,Theft,1.70E+21,University or College,7500-7599,FONDREN,RD,-,1
1/5/16,4,Robbery,1.70E+21,Bar or Night Club Parking Lot,7600-7699,BEECHNUT,ST,-,1
1/5/16,4,Auto Theft,1.70E+21,Hospital Parking Lot,6400-6499,BISSONNET,ST,-,1
1/5/16,21,Robbery,1.70E+31,Apartment Parking Lot,9700-9799,GESSNER,DR,S,1
1/5/16,20,Robbery,1.70E+31,Apartment Parking Lot,8900-8999,BISSONNET,ST,-,1
1/5/16,19,Burglary,1.70E+31,Residence or House,9300-9399,MAHONING,DR,-,1
1/5/16,17,Theft,18F20,Apartment Parking Lot,3000-3099,SAGE,RD,-,1
1/5/16,16,Theft,18F20,Strip Business Center Parking Lot,5600-5699,WESTHEIMER,RD,-,1
1/5/16,21,Theft,18F20,Commercial Parking Lot or Garage,5100-5199,HIDALGO,-,-,1
1/5/16,7,Theft,18F20,"Hotel, Motel, Inn, Etc.",1900-1999,LOOP,-,W,1
1/5/16,8,Theft,18F20,Apartment Parking Lot,3000-3099,SAGE,RD,-,1
1/5/16,12,Theft,18F20,Specialty Store (Non-Specific),5000-5099,WESTHEIMER,RD,-,1
1/5/16,12,Theft,18F30,Office Building,5900-5999,WESTHEIMER,RD,-,1
1/5/16,11,Burglary,18F30,Rental Storage Facility,6300-6399,FAIRDALE,LN,-,1
1/5/16,14,Burglary,18F30,Apartment,3700-3799,HILLCROFT,-,-,1
1/5/16,13,Burglary,18F30,Residence or House,6300-6399,DEERWOOD,RD,-,1
1/5/16,8,Auto Theft,18F30,Apartment Parking Lot,2700-2799,BRIARGROVE,DR,-,1
1/5/16,19,Theft,18F30,Restaurant or Cafeteria Parking Lot,5700-5799,WESTHEIMER,RD,-,1
1/5/16,18,Theft,18F30,Bar or Night Club,6400-6499,RICHMOND,AVE,-,1
1/5/16,15,Theft,18F40,Nursing Home,2800-2899,STONEY BROOK,DR,-,1
1/5/16,19,Theft,18F40,Restaurant or Cafeteria Parking Lot,6400-6499,WESTHEIMER,RD,-,1
1/5/16,23,Theft,18F40,Apartment,6400-6499,WESTHEIMER,RD,-,1
1/5/16,10,Theft,18F40,Other Parking Lot,9100-9199,WESTHEIMER,RD,-,1
1/5/16,7,Theft,18F40,Apartment Parking Lot,7600-7699,HIGHMEADOW,DR,-,1
1/5/16,11,Burglary,18F40,Apartment,7600-7699,HIGHMEADOW,DR,-,1
1/5/16,12,Theft,18F50,Commercial Parking Lot or Garage,8700-8799,WESTPARK,DR,-,1
1/5/16,6,Theft,18F50,Apartment Parking Lot,7600-7699,BELLERIVE,DR,-,1
1/5/16,23,Theft,18F50,Service or Gas Station,6500-6599,SOUTHWEST,FWY,-,1
1/5/16,21,Theft,18F50,Commercial Parking Lot or Garage,6600-6699,SOUTHWEST,FWY,-,1
1/5/16,20,Theft,18F50,Mall Common Area,7500-7599,BELLAIRE,BLVD,-,1
1/5/16,16,Robbery,18F50,"Road, Street, or Sidewalk",9600-9699,VAL VERDE,-,-,1
1/5/16,20,Theft,18F60,Clothing Store,8100-8199,GESSNER,DR,S,1
1/5/16,20,Robbery,18F60,Convenience Store,6600-6699,GESSNER,DR,S,1
1/5/16,13,Theft,18F60,Strip Business Center Parking Lot,8000-8099,GESSNER,DR,S,1
1/5/16,15,Robbery,19G10,Check Cashing Places,9400-9499,SAM HOUSTON,PKWY,W,1
1/5/16,15,Burglary,19G10,Apartment,10000-10099,SPICE,LN,-,1
1/5/16,12,Theft,19G10,Apartment Parking Lot,9400-9499,SAM HOUSTON,PKWY,W,1
1/5/16,18,Burglary,19G10,Apartment,9500-9599,SAM HOUSTON,PKWY,W,1
1/5/16,19,Theft,19G20,Apartment Parking Lot,4500-4599,KIRKWOOD,DR,S,1
1/5/16,10,Robbery,19G20,Residence or House,11400-11499,CONCHO,ST,-,1
1/5/16,5,Auto Theft,19G30,"Road, Street, or Sidewalk",6600-6699,WESTWICK,DR,-,1
1/5/16,10,Theft,19G30,"Laundry, Dry Cleaners, Washaterias",7500-7599,COOK,RD,-,1
1/5/16,21,Robbery,19G30,Convenience Store Parking Lot,13100-13199,BELLAIRE,BLVD,-,1
1/5/16,15,Theft,19G30,Strip Business Center Parking Lot,12300-12399,BELLAIRE,BLVD,-,1
1/5/16,19,Theft,19G40,Department or Discount Store,11800-11899,BISSONNET,ST,-,1
1/5/16,20,Burglary,19G40,Residence or House,11400-11499,GONDOLA,DR,-,1
1/5/16,22,Theft,19G40,Apartment Parking Lot,9700-9799,COURT GLEN,DR,-,1
1/5/16,5,Aggravated Assault,19G40,Apartment Parking Lot,9700-9799,COURT GLEN,DR,-,1
1/5/16,7,Auto Theft,19G40,Apartment Parking Lot,13100-13199,BELLFORT,ST,W,1
1/5/16,7,Auto Theft,19G50,Apartment Parking Lot,10200-10299,BISSONNET,ST,-,1
1/5/16,15,Robbery,19G50,"Road, Street, or Sidewalk",10100-10199,FORUM PARK,DR,-,1
1/5/16,13,Theft,19G50,Residence or House,11000-11099,KINGHURST,-,-,1
1/5/16,19,Robbery,19G50,Restaurant or Cafeteria,9700-9799,BISSONNET,ST,-,1
1/5/16,19,Theft,1A10,"Road, Street, or Sidewalk",1500-1599,DALLAS,ST,-,1
1/5/16,20,Theft,1A10,"Road, Street, or Sidewalk",800-899,COMMERCE,ST,-,1
1/5/16,11,Theft,1A10,Other Parking Lot,1200-1299,FANNIN,ST,-,1
1/5/16,7,Auto Theft,1A20,"Road, Street, or Sidewalk",2700-2799,HELENA,-,-,1
1/5/16,7,Theft,1A20,"Road, Street, or Sidewalk",1000-1099,ROCHOW,-,-,1
1/5/16,10,Theft,1A20,"Road, Street, or Sidewalk",2900-2999,TAFT,-,-,1
1/5/16,22,Theft,1A20,"Road, Street, or Sidewalk",600-699,FRANCIS,ST,-,1
1/5/16,23,Theft,1A20,"Road, Street, or Sidewalk",600-699,FRANCIS,ST,-,1
1/5/16,1,Theft,1A20,"Road, Street, or Sidewalk",200-299,WESTHEIMER,RD,-,1
1/5/16,0,Theft,1A20,"Road, Street, or Sidewalk",3100-3199,BRAZOS,ST,-,1
1/5/16,0,Theft,1A20,"Road, Street, or Sidewalk",500-599,ANITA,ST,-,1
1/5/16,20,Burglary,1A30,Apartment Rental Office,2000-2099,WESTHEIMER,RD,-,1
1/5/16,16,Theft,1A30,Construction Site,1600-1699,CHERRYHURST,-,-,1
1/5/16,10,Theft,1A30,Residence or House,2500-2599,COMMONWEALTH,-,-,1
1/5/16,8,Theft,1A30,"Road, Street, or Sidewalk",2300-2399,BRANARD,ST,-,1
1/5/16,11,Theft,1A30,Light Rail Platform,1100-1199,MAIN,ST,-,1
1/5/16,12,Theft,1A50,Apartment Parking Lot,3100-3199,BUFFALO SPEEDWAY,-,-,1
1/5/16,12,Theft,1A50,Commercial Parking Lot or Garage,3600-3699,WESLAYAN,-,-,1
1/5/16,14,Theft,1A50,Apartment,2100-2199,BRIARGLEN,DR,-,1
1/5/16,14,Theft,1A50,Specialty Store (Non-Specific),5400-5499,LOOP,-,W,1
1/5/16,10,Aggravated Assault,1A50,Highway or Freeway,3100-3199,LOOP,-,W,1
1/5/16,9,Theft,20G10,Other Parking Lot,5700-5799,RANCHESTER,DR,-,1
1/5/16,15,Burglary,20G10,Apartment,8700-8799,TOWN PARK,DR,-,1
1/5/16,12,Theft,20G10,"Hotel, Motel, Inn, Etc.",9900-9999,WESTHEIMER,RD,-,1
1/5/16,11,Theft,20G10,Other Parking Lot,9700-9799,WESTHEIMER,RD,-,1
